index,year,month,period,storage_id,capacity_t,opening_t,inflow_t,losses_t,demand_t,demand_critical_t,served_t,served_critical_t,shortage_t,shortage_critical_t,closing_t,overflow_t,holding_mln
44,2038,9,2038-09,ZBO,120.0,75.498333,23.75,0.285,20.833333,14.166667,20.833333,14.166667,0.0,0.0,78.13,0.0,4.60885
45,2038,10,2038-10,ZBO,120.0,78.13,23.75,0.285,20.833333,14.166667,20.833333,14.166667,0.0,0.0,80.761667,0.0,4.76675
46,2038,11,2038-11,ZBO,120.0,80.761667,23.75,0.285,20.833333,14.166667,20.833333,14.166667,0.0,0.0,83.393333,0.0,4.92465
47,2038,12,2038-12,ZBO,120.0,83.393333,23.75,0.285,20.833333,14.166667,20.833333,14.166667,0.0,0.0,86.025,0.0,5.08255
48,2039,1,2039-01,ZBO,120.0,86.025,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,84.47,0.0,5.11485
49,2039,2,2039-02,ZBO,120.0,84.47,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,82.915,0.0,5.02155
50,2039,3,2039-03,ZBO,120.0,82.915,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,81.36,0.0,4.92825
51,2039,4,2039-04,ZBO,120.0,81.36,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,79.805,0.0,4.83495
52,2039,5,2039-05,ZBO,120.0,79.805,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,78.25,0.0,4.74165
53,2039,6,2039-06,ZBO,120.0,78.25,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,76.695,0.0,4.64835
54,2039,7,2039-07,ZBO,120.0,76.695,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,75.14,0.0,4.55505
55,2039,8,2039-08,ZBO,120.0,75.14,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,73.585,0.0,4.46175
56,2039,9,2039-09,ZBO,120.0,73.585,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,72.03,0.0,4.36845
57,2039,10,2039-10,ZBO,120.0,72.03,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,70.475,0.0,4.27515
58,2039,11,2039-11,ZBO,120.0,70.475,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,68.92,0.0,4.18185
59,2039,12,2039-12,ZBO,120.0,68.92,25.416667,0.305,26.666667,17.5,26.666667,17.5,0.0,0.0,67.365,0.0,4.08855
60,2040,1,2040-01,ZBO,120.0,67.365,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,62.035,0.0,3.882
61,2040,2,2040-02,ZBO,120.0,62.035,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,56.705,0.0,3.5622
62,2040,3,2040-03,ZBO,120.0,56.705,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,51.375,0.0,3.2424
63,2040,4,2040-04,ZBO,120.0,51.375,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,46.045,0.0,2.9226
64,2040,5,2040-05,ZBO,120.0,46.045,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,40.715,0.0,2.6028
65,2040,6,2040-06,ZBO,120.0,40.715,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,35.385,0.0,2.283
66,2040,7,2040-07,ZBO,120.0,35.385,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,30.055,0.0,1.9632
67,2040,8,2040-08,ZBO,120.0,30.055,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,24.725,0.0,1.6434
68,2040,9,2040-09,ZBO,120.0,24.725,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,19.395,0.0,1.3236
69,2040,10,2040-10,ZBO,120.0,19.395,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,14.065,0.0,1.0038
70,2040,11,2040-11,ZBO,120.0,14.065,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,8.735,0.0,0.684
71,2040,12,2040-12,ZBO,120.0,8.735,27.5,0.33,32.5,20.833333,32.5,20.833333,0.0,0.0,3.405,0.0,0.3642
