scenario_id,plan_id,year,entity,metric,value,unit
MANDATORY_STRESS,base-v1,2036,C,available_months,0,months
MANDATORY_STRESS,base-v1,2036,C,capacity_t,130.0,t
MANDATORY_STRESS,base-v1,2036,C,capacity_available_t,0.0,t
MANDATORY_STRESS,base-v1,2036,C,reserved_capacity_t,0.0,t
MANDATORY_STRESS,base-v1,2036,C,ordered_t,0.0,t
MANDATORY_STRESS,base-v1,2036,C,delivered_plan_t,0.0,t
MANDATORY_STRESS,base-v1,2036,C,delivered_actual_t,0.0,t
MANDATORY_STRESS,base-v1,2036,C,delivery_share,1.0,share
MANDATORY_STRESS,base-v1,2036,C,payable_volume_t,0.0,t
MANDATORY_STRESS,base-v1,2036,C,take_or_pay_topup_t,0.0,t
MANDATORY_STRESS,base-v1,2036,C,price_mln_per_t,7.1,t
MANDATORY_STRESS,base-v1,2036,C,base_price_mln_per_t,7.1,t
MANDATORY_STRESS,base-v1,2036,C,variable_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2036,C,reservation_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2036,C,total_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2036,C,reliability,0.94,share
MANDATORY_STRESS,base-v1,2036,D,available,0,bool
MANDATORY_STRESS,base-v1,2036,D,available_months,0,months
MANDATORY_STRESS,base-v1,2036,D,capacity_t,120.0,t
MANDATORY_STRESS,base-v1,2036,D,capacity_available_t,0.0,t
MANDATORY_STRESS,base-v1,2036,D,reserved_capacity_t,0.0,t
MANDATORY_STRESS,base-v1,2036,D,ordered_t,0.0,t
MANDATORY_STRESS,base-v1,2036,D,delivered_plan_t,0.0,t
MANDATORY_STRESS,base-v1,2036,D,delivered_actual_t,0.0,t
MANDATORY_STRESS,base-v1,2036,D,delivery_share,1.0,share
MANDATORY_STRESS,base-v1,2036,D,payable_volume_t,0.0,t
MANDATORY_STRESS,base-v1,2036,D,take_or_pay_topup_t,0.0,t
MANDATORY_STRESS,base-v1,2036,D,price_mln_per_t,3.0,t
MANDATORY_STRESS,base-v1,2036,D,base_price_mln_per_t,3.0,t
MANDATORY_STRESS,base-v1,2036,D,variable_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2036,D,reservation_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2036,D,total_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2036,E,available,1,bool
MANDATORY_STRESS,base-v1,2036,E,available_months,12,months
MANDATORY_STRESS,base-v1,2036,E,capacity_t,80.0,t
MANDATORY_STRESS,base-v1,2036,E,capacity_available_t,80.0,t
MANDATORY_STRESS,base-v1,2036,E,reserved_capacity_t,0.0,t
MANDATORY_STRESS,base-v1,2036,E,ordered_t,0.0,t
MANDATORY_STRESS,base-v1,2036,E,delivered_plan_t,0.0,t
MANDATORY_STRESS,base-v1,2036,E,delivered_actual_t,0.0,t
MANDATORY_STRESS,base-v1,2036,E,delivery_share,1.0,share
MANDATORY_STRESS,base-v1,2036,E,payable_volume_t,0.0,t
MANDATORY_STRESS,base-v1,2036,E,take_or_pay_topup_t,0.0,t
MANDATORY_STRESS,base-v1,2036,E,price_mln_per_t,13.8,t
MANDATORY_STRESS,base-v1,2036,E,base_price_mln_per_t,13.8,t
MANDATORY_STRESS,base-v1,2036,E,variable_payment_mln,0.0,mln
